Organisation name,Effective Date,Unique Property Reference Number,Unique Asset Identity,Name of the building/land or both,Street Name,Town,PostCode,X,Y,Tenure Type,Tenure Detail (see List),Holding Type
Rochdale Borough Council,2021-22,23067211,58,St Mary's CE Primary (Balderstone),Oldham Road,Rochdale, OL11 2HB,390423,411579,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104851,59,St Peter's CE Primary & Nursery Class,Muriel Street,Pennine, OL16 5JQ,390951.36,412267.77,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103962,60,Stansfield Hall CE / Free Church Primary,Barnes Meadow,Rochdale, OL15 9PW,394508.89,417942.61,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23072638,61,All Saints CE Primary & Nursery Class,Maud Street,Pennine, OL12 0EL,390115.94,414498.62,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103909,62,Holy Trinity CE Primary School,Victoria Street,Middleton, OL15 9DB,393860,416448,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23010139,63,Middleton Parish CE Primary School,Springfield Road,Pennine, M24 5DL,386923.13,406505.31,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104643,64,Milnrow Parish CE Primary School,St James Street,Heywood, OL16 3JT,392770,412882,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102335,65,St Margaret's CE Primary School,Heys Lane,Middleton, OL10 3RD,384275.92,410300.41,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101394,66,St Michael's CE Primary (Alkrington),Boardman Fold Road,Heywood, M24 1GD,387169.47,404128.03,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23034620,67,St Michael's CE Primary (Bamford),Bury and Rochdale Old Road,Pennine, OL10 4BB,385709.78,412066.54,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23086347,68,St Thomas CE Primary School,Huddersfield Road,Rochdale, OL16 3QZ,393589.47,411752.51,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23078166,69,Alice Ingham RC Primary School,Mill Gate,Middleton, OL16 2NU,391146.82,414893.11,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23066356,70,Holy Family RC Primary & Nursery Class,Great Gates Road,Heywood, OL11 2DN,390239.92,411010.93,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102330,71,Our Lady & St Paul's RC Primary & Nursery,Sutherland Road,Rochdale, OL10 3PD,383556.64,410392.5,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23075613,72,Sacred Heart RC Primary & Nursery,Kingsway,Middleton, OL16 4AW,391186,412712,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102802,73,St Gabriel's RC Primary,Vicarage Road South,Rochdale, OL11 2TN,388588.85,410140.79,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23057592,74,St John's RC Primary & Nursery Class,Ann Street,Heywood, OL11 1EZ,389773.69,412801.67,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23111348,75,St Joseph's RC Primary School,Wilton Grove,Middleton, OL10 2AA,385191.68,409975.41,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101558,76,St John Fisher RC Primary School,Stanycliffe Lane,Middleton, M24 2PB,387800,407290,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101852,77,St Mary's RC Primary and Nursery (Middleton),Wood Street,Pennine, M24 5GL,386113.5,406662.31,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103815,78,St Mary's RC Primary (Littleborough),Whitelees Road,Rochdale, OL15 8DU,393185.18,416297.45,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23064077,79,St Patrick's RC Primary School,Foxholes Road,Middleton, OL12 0ET,390041.72,414504.11,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23016427,80,St Peter's RC Primary School,Kirkway,Middleton, M24 1FL,387431.33,405394.73,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23014974,81,St Thomas More RC Primary and Nursery,Evesham Road,Rochdale, M24 1PY,387399.9,404118.35,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103599,82,St Vincent's RC Primary School,Edenfield Road,Rochdale, OL12 7QL,387148.72,414162.2,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23024411,87,Middleton Technology School,Kenyon Lane,Rochdale, M24 2GT,387984.65,405694.07,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23043374,88,Oulder Hill Community School and Language College,Hudson's Walk,Middleton, OL11 5EF,387613.11,413460.02,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23101934,89,St Anne's Academy High School,Hollin Lane,Heywood, M24 6XN,386878.97,407904.61,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23004747,90,Siddal Moor Sports College,Newhouse Road,Rochdale, OL10 2NT,385679.46,409510.87,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23068881,91,Kingsway Park High School,Turf Hill Road,Rochdale, OL16 4XA,391204.76,412074.9,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23105632,93,St Cuthbert's RC Bus & Ent College,Shaw Road,Heywood, OL16 4RX,391111.46,410183.23,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23111347,94,Holy Family RC & CE College,Pot Hall,Rochdale, OL10 2AA,385277.48,409919.97,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23039017,95,Bamford Academy Primary School,Belgium Street,Pennine, OL11 5PS,386496,413022,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23088242,96,Crossgates Primary School,Kiln Lane,Rochdale, OL16 3HB,393053,413180,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23064942,97,Healey Primary School,Earnshaw Avenue,Pennine, OL12 0ST,389424,415413,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23081022,98,St James CE Primary School,Crossfield Road,Pennine, OL12 9JW,391349,416939,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23084406,99,Smithy Bridge Primary and Nursery,Bridgenorth Drive,Pennine, OL15 0ES,392729.71,415245.26,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23104637,100,Hollingworth Business and Enterprise College,Cornfield Street,Middleton, OL16 3DR,393499.76,412452.52,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23063324,141,Brownhill Learning Community,Heights Lane,Rochdale, OL12 0PZ,389343.01,414156.1,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23093614,194,Saxon Hall plus Harelands House,Samson Street,Rochdale, OL16 2XW,391254.2,413736.77,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23111716,215,Sandbrook Primary School,Hartley Lane,Rochdale, OL11 2LR,389530.77,411394.3,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23111708,303,Darnhill Study Centre,Sutherland Road,Pennine, OL10 3PY,389338.18,414171.83,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023364729,3997,Redwood Special School,Hudson Walk,Middleton, OL11 5EF,387689.4,413572.76,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,9500,Wardle High & Sixth Form College (NEW),Birch Road,Rochdale, OL12 9RD,391604.88,416185.59,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23042069,9929,Matthew Moss High School,Matthew Moss Lane,Rochdale, OL11 3LU,387473.62,411580.47,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,9936,Cardinal Langley RC High School,Rochdale Road,Rochdale, M24 2GL,388076.95,407585.61,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23061924,131,Gateway Centre,Kenion Street,Rochdale, OL16 1SN,389994.23,413225.24,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23015136,206,Alkrington Day Centre,Hardfield Road,Rochdale, M24 1TQ,387195.66,404414.76,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23058286,220,REDACTED,REDACTED,Middleton, OL11,389420.2,412747.23,Freehold,Vacant,Land & Buildings
Rochdale Borough Council,2021-22,23109406,221,Woodclough Day Centre,Wood Street,Rochdale, M24 4TP,386675.86,406183.49,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23030515,224,The Cherwell Centre,Cherwell Avenue,Heywood, OL10 4SY,384773.68,410987.4,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23106315,233,Tudor Court,Seymour Street,Rochdale, OL10 3BD,385180.47,410431.7,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23059149,278,Petrus Community Hostel,73 Great George Street,Rochdale, OL16 1QG,389729.85,412951.48,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23108657,374,Victoria House,Victoria Street,Heywood, OL15 8BA,393669.59,416549.68,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23068278,1519,585 Oldham Road,Oldham Road,Heywood, OL16 4SU,390462.88,411402.49,Leasehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,4239,Whitegates Road (RO),Whitegates Road,Heywood,,388319.89,408058.12,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,4207,Bowlee Grazing Land,Bowlee,Heywood,,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,4214,Coptrod,Coptrod,Rochdale,,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,4222,Coptrod Head,Coptrod Head,Middleton,,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23103308,252,Mellor St Garage,Mellor Street,Rochdale, OL12 6AA,388844.22,413267.97,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23103267,3482,The Baum,Toad Lane,Pennine, OL12 0NU,389545.01,413587.93,Freehold,Leasehold (out),Land
Rochdale,2021-22,,242,Woodside Farm,Hopwood Road,Middleton,M24 6XE,387375.4742,407905.0152,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,244,Dodgson St Industrial Estate,Dodgson Street,Rochdale,OL16 5SJ,390390.6073,412521.7125,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,255,Unity House Ground Lease,Belfield Road,Rochdale,OL15 2UP,390750.8444,414025.8347,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,1586,Haynes Street Bunyan Street Land,Bunyan Street,Rochdale,OL12 0UW,390008.1737,414046.0835,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,1603,Brook House,Oldham Road,Middleton,M24 1HF,387121.7077,405777.5407,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,3593,Ann St Milk Street Rochdale Land,Ann Street,Rochdale,OL11 1EZ,389743.715,412779.0798,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,3623,"Rooley Moor Rd, Land to the East of",Brotherod Wood,Rochdale,0,387991.747,415108.359,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,3692,Todmorden Road - Land at (E394124.88  N416994.06),Todmorden Road,Rochdale,OL15 9EG,394123.4227,416998.1386,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,6800,Baillie Street Penn Street Land,Baillie Street,Rochdale,0,389892.1688,413602.3351,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,6993,"Dodgson Street, land at",Dodgson Street,Rochdale,0,390306.6208,412602.1955,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7042,George Street Rochdale Commercial Leases,George Street,Rochdale,OL16 1YH,390137.2368,413529.1886,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7048,John Street Hugh Street,Hugh Street,Rochdale,OL16 2HP,390053.6935,413615.9902,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7053,Sadler Street Ground Leases,Sadler Street,Middleton,M24 5UJ,386964.2208,406092.2626,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7105,Manchester Road No 87 -91,Manchester Road,Rochdale,OL11 4JG,389244.7317,412851.9101,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,7106,Rochdale Road 48A Land,Rochdale Road,Middleton,M24 2PU,387125.1433,406644.4934,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7116,Aa Hoisery Regent Street,Regent Street,Rochdale,OL12 0LQ,390146.4298,414054.6542,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7250,Redcross Street Ground Lease,Redcross Street,Rochdale,OL12 0NZ,389620.0778,413744.5934,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7253,Newgate House,Newgate,Rochdale,OL16 1XB,389524.3749,413390.8303,LEASEHOLD,Leasehold (in),Land & Buildings
Rochdale,2021-22,,7264,Spotland Road Health Centre Land only,Spotland Road,Rochdale,OL12 6PJ,389160.7562,413672.5712,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7265,"Regent Street, Rochdale",Regent Street,Rochdale,OL12 0HQ,#N/A,#N/A,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7268,Haynes Street Lomax Street,Lomax Street,Rochdale,OL12 0UW,389998.743,414003.1718,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7269,Watts Street Land,Watts Street,Rochdale,OL12 0HE,390064.9472,414023.7282,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7328,Lomax Street Rochdale Brittania Foundry,Lomax Street,Rochdale,OL12 0JR,390018.8009,413936.9461,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7331,Regent Street 45 land,Regent Street,Rochdale,OL12 0HQ,390085.7239,414051.4201,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7393,Jermyn Street James Street Industrial Leases,James Street,Rochdale,OL12 0DP,390090.3506,413902.9584,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7395,Medina Masjid Mosque Church Road,Church Road,Rochdale,OL16 5TQ,390656.3505,412822.8379,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7396,Halfpenny Bridge Industrial Estate,Lincoln Street,Rochdale,OL11 1NS,390162.253,412672.9106,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7397,Sharp Street Commercial Leases,Sharp Street,Middleton,M24 1AD,387302.355,405850.3107,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7401,Tulip Grove Land to rear,Tulip Grove,Rochdale,OL12 6NU,389032.7973,415138.802,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,7441,Chichester Street Industrial Estate,Chichester Street,Rochdale,OL16 2AU,390644.9432,413194.9478,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7471,Manchester Road No184 Beech House,MANCHESTER ROAD,Rochdale,OL11 4JQ,389177.8235,412502.0398,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,7510,The Strand Medical Centre The Strand,The Strand,Rochdale,OL11 2JG,389689.2466,410954.5169,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7636,Rochdale Lane Brierley Street Land,Rochdale Lane,Heywood,OL10 1PH,386014.9979,410647.4614,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7665,Crown Inn Bury Street,Bury Street,Heywood,OL10 3HH,384751.65,410735.2275,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7828,St Mary's Gate Retail Leases Land,St Marys Gate,Rochdale,OL16 1DZ,389622.3891,413634.917,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,7961,Bay Street and Heybrook Viaduct Allotments,Bay Street,Rochdale,0,390270.8424,414244.2476,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,7999,"Bury New Road 11-116,118-120 & 122 Land, Heywood",Bury New Road,Rochdale,OL10 4RG,384122.138,410815.771,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8001,Henry Street  27A- 29 Land,Henry Street,Rochdale,OL11 1EN,389760.3707,412831.428,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8027,"College Road, Rochdale 222-232 Land",College Road,Rochdale,OL12 6AF,388973.524,413413.3771,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8031,Crawford Arms Ground Lease,Crawford Arms,Rochdale,OL16 5RS,390551.2033,412605.0876,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8055,Manchester New Road 53 Land,Manchester New Road,Middleton,M24 1AA,386944.51,405724.34,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,8085,Ruchi Restaurant,Whitworth Road,Rochdale,OL12 0RD,389782.2979,414206.2173,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8140,Dodgson Street Land on the North Side of,Dodgson Street,Rochdale,OL16 5SJ,390456.9786,412579.7889,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8173,Paton Street Infill Land Area,Betony Close,Rochdale,OL12 6XJ,388899.6762,415153.0389,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,8178,Fishwick Street,Fishwick Street,Rochdale,OL16 5NA,390319.2474,412628.7155,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8184,Grimshaw Lane Industrial Estate Land Adj Plot 2,Grimshaw Lane Industrial Estate,Middleton,M24 2AE,387836.2765,405560.5109,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8225,Bury New Road 114  & 116 Land,Bury New Road,Rochdale,OL10 4RG,384129.4489,410813.9249,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8246,St Marys Gate 16-18 Land,St Marys Gate,Rochdale,OL16 1DZ,389659.9933,413657.2455,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8270,Market Street 42 Land,Market Street,Heywood,OL10 4LY,385359.0702,410831.2857,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8313,St Marys Gate 26 Land,St Marys Gate,Rochdale,OL16 1DZ,389678.8491,413668.6636,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8348,St Marys Gate 30 Land,St Marys Gate,Rochdale,OL16 1DZ,389687.3222,413668.4225,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8351,Gardeners Arms 114 Land,Gardeners Arms,Middleton,M24 2FU,388069.5834,405593.7722,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8405,Whitworth Road Land Adj to 79-81,Whitworth Road,Rochdale,OL12 0EZ,389771.7463,414233.3126,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,8478,Buckley Road Industrial Estate Land,Buckley Road Industrial Estate,Rochdale,OL12 9EF,390724.9749,415056.4389,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8496,Hartley Street Temple Street  Heywood Land,Hartley Street,Heywood,0,385764.8972,410712.0701,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,8500,Haluszczak House Morton Street,Haluszczak House,Middleton,M24 6AN,387328.1447,406171.4877,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8511,Mellor Street No 70,Mellor Street,Rochdale,OL12 6AA,388854.9609,413318.4932,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8515,Crawford Street Dodgson Street,Crawford Street,Rochdale,OL16 5RS,390355.107,412505.877,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8519,Middleton Way,Middleton Way,Middleton,M24 4DP,386799.484,405702.6281,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8547,Edenfield Road,Edenfield Road,Rochdale,OL11 5TT,385833.1616,414597.9195,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8548,Station Road Ground Leases,Station Road,Rochdale,0,389746.3568,412627.8738,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8554,Miall Street Land At,Miall Street,Rochdale,0,389960.7092,412545.6221,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8558,Toad Lane 35-37 Land,Hunters Lane,Rochdale,0,389619.8737,413592.9658,LEASEHOLD,Leasehold (in),Land
Rochdale,2021-22,,8560,Gregge Street Forge,Gregge Street Forge,Heywood,0,#N/A,#N/A,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8565,The Elms,Merefield Street,Rochdale,OL11 3RU,389311.5518,412247.0175,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8570,Peppermint Bridge Bus Turnaround,Huddersfield Road,Rochdale,0,394384.5834,411950.0775,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8572,Wellington Street Industrial Land,Wellington Street,Rochdale,0,389955.0704,414243.6258,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8577,Oldham Road 393-399 Land,Oldham Road,Rochdale,OL16 5LN,390410.6576,411973.6007,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8580,Water Street,Water Street,Middleton,M24 5UG,386959.8054,406032.9442,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8607,Molesworth Street Retail Leases,Entwisle Road,Rochdale,OL16 2HZ,390162.1843,413469.7773,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8608,Molesworth Street  Industrial Leases,Harriet Street,Rochdale,0,390216.7744,413037.2014,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8618,Newhey Road Old Police Station,Newhey Road,Rochdale,OL16 3PS,393183.7614,412155.0754,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,8628,Livsey Street Ground Rent,Livsey Street,Rochdale,0,390217.7039,413214.0693,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8657,Shore Street,Shore Street,Rochdale,OL16 3NE,392595.9455,412775.3354,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8672,Hopwood Methodist Church,Isherwood Street,Heywood,OL10 2BS,386140.0728,410104.9697,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8677,Manchester Street 141 Land,Manchester Street,Heywood,OL10 1NL,386122.1862,410351.505,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8678,Lomax Street No 103,Lomax Street,Rochdale,OL12 0JR,389900.5497,414111.938,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8679,Jalalia Mosque Trafalgar Street,Trafalgar Street,Rochdale,OL16 2EB,390372.339,413645.3127,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8680,Edinburgh Way Ground Lease,Edinburgh Way,Rochdale,OL11 2NQ,388894.4242,411807.9018,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8687,Bunyan Street-Elliot Street Land,Bunyan Street,Rochdale,OL12 0LH,390076.7216,413927.6891,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8688,Lawton Street Regent Street Industrial Leases,Regent Street,Rochdale,OL12 0LQ,390073.4666,414210.5527,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8689,Haynes Street Watts Street,Watts Street,Rochdale,OL12 0UW,390052.9559,414040.2886,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8704,Cutgate Farm Edenfield Road,Edenfield Road,Rochdale,OL12 7QL,#N/A,#N/A,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8708,Baytree Lane,0,Middleton,M24 2FH,388713.7266,405744.3117,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8724,Yorkshire Street 57-59,Yorkshire Street,Rochdale,OL16 1BZ,389688.6596,413579.0105,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8728,Durham Street 68-82 Land At,Durham Street,Rochdale,OL11 1JJ,390056.3152,412463.1093,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8736,The Lord Nelson Rochdale Road,Rochdale Road,Rochdale,OL16 3BD,391722.6386,413318.4626,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8737,Rochdale Rd East (Monumental Masons) Land,Rochdale Road East,Heywood,OL10 1RL,387301.9064,411626.9895,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8738,Stuart Street Ground Leases,Stuart Street,Rochdale,OL16 5RJ,390366.9633,412623.5331,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8741,Ceylon Service Station Yorkshire Street,Yorkshire Street,Rochdale,OL16 2DR,390250.5091,413904.2595,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8744,Shawfield Fold Farm Land,Shawfield Fold Farm,Rochdale,OL12 7RQ,386770.0313,414851.7038,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8761,Princess Street Land And Buildings,Princess Street,Rochdale,OL12 0HD,389955.9862,414046.8423,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8776,Spotland Bridge Road Land,Spotland Road,Rochdale,OL12 7AG,388632.6726,413826.2141,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8797,Cloverhall Mayfield Land at,Mayfield,Rochdale,,390851.5697,414194.4188,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8801,York Street land on the North Side of,York Street,Heywood,,385985.1561,410730.9497,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8805,The Kings Arms  2,2,Middleton,M24 5SW,386590.3931,406304.6269,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8808,Emmott Close Land at,Emmott Close,Heywood,OL10 1AD,385430.7423,410543.7583,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8829,Shore Road War Memorial Land Adjoining,Shore Road War Memorial,Rochdale,,"392895.774,",417053.077,FREEHOLD,Local Authority Occupied,Land
Rochdale,2021-22,,8875,Mark Street 2 Land,Mark Street,Rochdale,OL12 9BE,390566.1836,414194.5596,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8877,Toad Lane Land Adj. No. 31,Toad Lane,Rochdale,,389557.0177,413571.4224,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,8881,Bury Street North Street Heywood,North Street,Heywood,OL10 4QG,384755.8222,410825.5465,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,9645,Callaghan House (Pennine Care),Cross Street,Heywood,OL10 2DY,386435.4555,410430.4409,FREEHOLD,Leasehold (Out),Land & Buildings
Rochdale,2021-22,,9663,Nye Bevan House (Pennine Care),Maclure Road,Rochdale,OL11 1DN,389810.0182,412678.7468, LEASEHOLD,Leasehold (in),Land & Buildings
Rochdale,2021-22,,9978,Callaghan House Green Lane Adj,Green Lane,Heywood,,386391.1624,410422.5169,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,9988,Hilton Fold Lane Land Only,Hilton Fold Lane,Middleton,,387908.9662,406336.0116,FREEHOLD,Leasehold (Out),Land
Rochdale,2021-22,,9998,Clover Bank Land adj. 1,Clover Bank,Rochdale,,389244.3464,413539.6348,FREEHOLD,Leasehold (Out),Land
