Organisation name,Effective Date,Unique Property Reference Number,Unique Asset Identity,Name of the building/land or both,Street Name,Town,PostCode,X,Y,Tenure Type,Tenure Detail (see List),Holding Type
Rochdale Borough Council,2021-22,GRAZING027,9129,Shaw Road Grazing Land,Shaw Road,Rochdale,,393654.99,411374.53,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING029,9131,Spod Road Grazing,Spod Road,Rochdale,,388635.52,414294.48,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING032                    ,9134,Chelburn Summit Grazing Land,Chelburn Summit,Rochdale,,394725.04,418884.64,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING033,9135,Wardle Road Grazing Land,Wardle Road,Pennine,,391242.17,415660.87,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING034,9136,Woodlands Road Stables,Woods Road,Heywood,,392368.43,412189.43,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING035                    ,9137,Moss Hall Road Grazing Land,Moss Hall Road,Pennine,,382731.27,409997.6,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING036                    ,9138,Elizabethan Way Stables,Elizabethan Way,Heywood,,393247.38,411710.92,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING037                    ,9139,Shaftsbury Drive Grazing Land,Shaftsbury Drive,Rochdale,,385344.84,409385.99,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING038,9140,Firgrove Gardens Grazing & Stables,Firgrove,Rochdale,,391537.77,413758.38,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING039                    ,9141,Prickshaw Grazing Land,Prickshaw,Rochdale,,387541.9,416441.41,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING043,9143,Chamber House Farm Grazing,Chamber House Farm,Pennine,,387539.43,411109.48,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,GRAZING045,9144,Thames Road Grazing Land,Thames Road,Rochdale,,393447.61,412629.57,Freehold,Licence (Out),Land
Rochdale Borough Council,2021-22,10023363661,196,Princess St Depot,Princess Street,Rochdale, OL12 0HA,389941.27,414140.3,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23102944,198,Mere Lane Depot,Milkstone Place,Middleton, OL11 3TA,389742.08,412494.61,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23070385,243,The Landings Retail Workshops,Oldham Road,Rochdale, OL16 5QY,390211.45,412715.64,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23111234,245,Phoenix Close Industrial Estate,Phoenix Close,Middleton, OL10 2JG,386695.84,410069.1,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,10023360154,246,Hanson Close Industrial Estate,Hanson Close,Rochdale, M24 2HD,387517.1,406191.76,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,10023360278,247,Edward St Industrial Estate,Edward Street,Rochdale, OL16 2DU,390414.42,413887.28,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,10023364180,249,Rugby Road Industrial Estate,Rugby Road,Rochdale, OL12 0EP,390200.62,414120.88,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,250,Lincoln Close Industrial Estate,Oldham Road,Rochdale, OL11 1NR,390224.79,412572.75,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23105830,251,Station Approach Business Estate,Station Road,Rochdale, OL11 1DR,389817.66,412640.03,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23103753,269,Durn Depot,Durn Street,Rochdale, OL15 0HR,394278.22,416648.96,Freehold,Vacant,Land & Buildings
Rochdale Borough Council,2021-22,23070470,286,Scotts Industrial Estate Units 3-6,Fishwick Street,Rochdale, OL16 5NA,390426.71,412737.21,Leasehold,Leasehold (In),Land & Buildings
Rochdale Borough Council,2021-22,23068386,2394,Kingsway Depot (Unit 1C),Moss Bridge Road,Middleton, OL16 1AE,391046.93,412530.04,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23105350,3174,Grimshaw Lane Industrial Estate,Grimshaw Lane,Rochdale, M24 2AE,387842.32,405577.93,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23103412,3179,Shawclough Ind Est,Shawclough Road,Rochdale, OL12 6LP,388767.51,415013.01,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3183,Baytree Lane & Old Mills Hill,Baytree Lane,Middleton, M24 2EL,388604.38,406011.73,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3185,Bentley Avenue,Bentley Avenue,Rochdale, M24 2GP,388733.94,408317.22,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3188,Sparthbottom Ind Estate (various units),Sparthbottom Ind Estate (various units),Rochdale,,388811.92,412950.89,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3190,Wardleworth Misc Ind Est,Wardleworth Misc Ind Est,Rochdale,,390432.87,413874.97,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23104951,3361,Petrie Units (A&B),Crawford Street,Pennine, OL16 5NT,390784.58,412483.35,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3363,Ealees (former scrapworks),Ealees (former scrapworks),Heywood,,393915.25,416352.56,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3501,Platting Lane (compound),Platting Lane,Middleton,,390342.53,411748.84,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3505,March St (industrial plot),March Street,Rochdale,,390318.88,413242.49,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3507,Mellor St Industrial Estate,Mellor Street,Heywood,,388748.25,413338.96,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3528,Moss Bridge Road Land (Garden Centre Use),Moss Bridge Road,Rochdale,,391073.7,412400.18,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3541,Crawford St Misc Industrial Ground Rents,Crawford Street,Rochdale,,390479.44,412502.79,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23070768,3684,HMRF 6 Weedon Street,220 Weedon Street,Pennine, OL16 2LW,390653.2,413812.05,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3714,Melloroid Works (HMR site),Belfield Road,Rochdale,,,,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23111801,3896,Lincoln Street Works,Lincoln Street,Pennine, OL11 1DF,390183.95,412470.57,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23030773,3936,Boots Warehouse (former),Taylor Street,Rochdale, OL10 1EB,385415.18,410672.23,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3954,Adair Street (Garage site),Adair Street,Rochdale,,387896.85,410568.52,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,9001,Topline House,Rugby Road,Middleton,,390242.97,414072.48,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,145,Mossfield Land,Bamford Road,Middleton, OL10 4TA,385405.83,411034.13,Freehold,Vacant,Land
Rochdale Borough Council,2021-22,23015242,1508,Midway House Land Only,Fountain Street,Rochdale, M24 6UZ,387020.99,405932.62,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,2456,Springhill Hospice Broad Lane Land,Springhill Hospice Broad Lane,Pennine,,390913.96,411240.56,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,2488,Caldershaw Lane,Caldershaw Lane,Rochdale,,387281.09,414310.15,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3169,Hopwood Hall Farm (remaining) Land,Hopwood Hall Farm (remaining),Rochdale,,387849.47,408258.03,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3192,Pringle St & Lilley St (land),Pringle st,Rochdale,,390417.88,413130.26,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,3194,Regent St/Wardleworth North Land,Regent St,Pennine,,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3472,Chamber House farm (Land Only),Chamber House farm ( Only),Pennine,,387303.65,411539.72,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3494,Salts Drive,Frederick Street,Heywood,,,,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23109054,3535,Madisons Restaurant - Land Only,Manchester Road,Middleton,,389413.4,413360.02,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3605,2 Moss Mill St Land,Moss Mill Street,Rochdale,,390579.55,412355.32,Freehold,Vacant,Land
Rochdale Borough Council,2021-22,,3674,HMRF 4 7-23 Entwisle Road (land),Entwisle Road,Rochdale, OL16 2JJ,390185.85,413538.23,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,3696,Langley HMR Acquisitions,Bonscale Crescent,Rochdale,,,,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,23109072,3839,Kingdom Hall (Middleton),Hilton Fold Lane,Pennine, M24 2NB,387916.98,406392.58,Freehold,Leasehold (Out),Land
Rochdale Borough Council,2021-22,,3841,School St Land (for Kingdom Hall use),School Street,Rochdale, OL15 8NE,392494.17,416055.15,Freehold,Leasehold (Out),Land
Rochdale Borough Council,2021-22,,3849,Bulwer St Land,Bulwer St,Rochdale,,390482.55,413826.74,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,3851,Bridgefield Road Land,Bridgefield Road,Rochdale,,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,3853,Henry St Land,Henry Street,Pennine,,389651.04,412817.73,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,3857,Victoria St,Victoria Street,Middleton,,393781.96,416449.6,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,4246,Bridge Street Land,Bridge Street,Heywood, OL10 4QA,385083,410803.42,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,4252,Well'ith' Lane Land,Well'ith' Lane,Middleton,,390364.99,411902.08,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,23017955,4253,289-321 Oldham Road Land,Oldham Road,Rochdale, M24 2DW,387870.04,406033.87,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4254,242 Spotland Road Land,Spotland Road,Rochdale,,388622.58,413813.25,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4255,Sandbrook Park Land,Sandbrook Park,Rochdale,,389187.35,411530.45,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4257,91-93 Whitworth Road Land,Whitworth Road,Rochdale,,389772.78,414280.07,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4258,Wood Street Land,Wood Street,Rochdale,,390136.45,412950.84,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4259,354 Whitworth Road Land,Whitworth Road,Middleton,,389484.77,414995.46,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4261,147 Yorkshire Street Land,Yorkshire Street,Pennine,,390062.1,413841.47,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,,4262,Kiln Lane Land,Kiln Lane,Middleton,,392637.65,412788.83,Other,Ad Hoardings,Land
Rochdale Borough Council,2021-22,23051130,7923,24 Rooley Moor Road,Rooley Moor Road,Rochdale, OL12 7AX,387629.82,415143.13,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,8897,Land at Kitchen Street.,Kitchen Street,Pennine,,390227.48,413662.12,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,8919,Land at Baillie St & John St,Baillie Street,Pennine,,389953.72,413611.84,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,8988,Redcross Street (Land Adj to Number 38),Redcross Street,Rochdale,,389564.13,413925.38,Freehold,Vacant,Land
Rochdale Borough Council,2021-22,,9444,Shore Road/Clegg Street,Shore Road,Rochdale,,392858.86,416986.73,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9515,Land at Entwisle Road (GMWDA),Entwisle Road,Rochdale, OL16 2JE,390358.68,413341.72,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9826,Entwisle Road Land Parcel,Entwisle Road Parcel,Pennine,,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23034488,9832,10 Shadwell Street West,10 Shadwell Street West,Heywood,,385780.1,411166.48,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23036446,9854,32 Tonge Street Heywood,Tonge Street,Heywood, OL10 4HU,386012.63,410934.35,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23036475,9864,30 Sandiway Heywood,Sandiway,Heywood, OL10 4BY,,,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,1GM332481,9909,Cut Lane/Caldershaw Road Land Area,Cut Lane,Rochdale,,386997.5,414191.44,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,1GM901195,9910,Bentley Street/Sweet Briar Close Land Area,Bentley Street,Rochdale,,389019.18,414908.84,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,1GM520910,9911,Noon Sun Street Land Area,Noon Sun Street,Rochdale,,389732.89,414357.42,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,1GM965519,9912,Kenyon Fold Land Area,Kenyon Fold,Rochdale,,386284.48,412339.28,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,1GM475255,9914,Swift Road Land Area,Swift Road,Rochdale,,386958.67,413141.95,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,1GM909964,9918,Holly Street & Badger Lane land area,Holly Street,Rochdale,,390589.58,410868.24,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,1GM778003,9920,Angus Avenue Heywood Land Area,Angus Avenue,Rochdale, OL10 3SE,384317.84,410084.46,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9928,55-69 Belfield Road (Land),Belfield Road,Rochdale,,391128.02,413910.11,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9934,Providence House Land only,High Street,Middleton,,389570.67,413711.97,Freehold,Vacant,Land
Rochdale Borough Council,2021-22,,9954,Salley Street Littleborough Land opp 7-19,Salley Street,Rochdale,,394435.05,418612.12,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23111954,9961,Rochdale Magistrates Court Land,Rochdale Magistrates Court,Rochdale,,389434.13,413321.68,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,9962,The Butts Land At,The Esplanade,Middleton,,389685.65,413389.73,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9968,Garden Row Ind Est Land,Garden Row Ind. Est,Middleton,,388764.5,414990.98,Other,Telecom Mast,Land
Rochdale Borough Council,2021-22,23114630,9970,Middleton View Land,Middleton View,Rochdale,,387649.44,405823.84,Other,Telecom Mast,Land
Rochdale Borough Council,2021-22,,9971,260-272Bury Road Rear Of,260-272Bury Road,Rochdale,,388835.35,413234.43,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,9972,249-251 OLDHAM ROAD LAND,249-251 OLDHAM ROAD,Rochdale,,390313.14,412545.77,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,9975,Uncouth Road Land Only,Uncouth Road,Heywood,,392123.1,413398.51,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,9984,84 Andover Avenue land at rear,Andover Avenue,Rochdale, M24 1JN,387984.34,404216.32,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,,9409,HMRF 16 Brunswick Street,16 Brunswick Street,Rochdale,,390433.54,413806.09,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9411,HMRF 9 Sparthbottoms Road,9 Sparthbottoms Road,Rochdale,,388883.32,412784.75,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9413,HMRF 17 Bulwer Street,17 Bulwer Street,Rochdale,,390469.62,413756.43,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9419,HMRF 21 Langley Mosedale,Mosedale,Rochdale,,386009.09,406945.08,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9421,HMRF 11 Inner Rochdale Oldham Road/Bright Street,Bright Street,Middleton,,390323.57,412454.89,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9425,HMRF 22 Langley Crummock Drive,22 Langley Crummock Drive,Rochdale,,386254.19,407183.6,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9430,HMRF 2 ECR Belfield Road/Beswicke Royds Street,Belfield Road,Rochdale,,390936.46,414038.85,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9432,HMRF 12 Inner Rochdale Oldham Road/Ainsworth Street,Ainsworth Street,Rochdale,,390254.23,412623.96,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9440,HMRF 5 ECR Ramsay Place,5 ECR Ramsay Place,Rochdale,,390238.2,413599.42,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,9442,HMRF 8 ECR Entwisle Road/Selby Street,Selby Street,Pennine,,390649.09,413950.4,Freehold,Vacant Land,Land
Rochdale Borough Council,2021-22,,115,Limefield Recreation Ground,Limefield Recreation Ground,Rochdale, M24 4GB,386289.36,405681.89,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23104777,117,Springhill Playing Field & Changing Room,Crompton Avenue,Heywood, OL16 4PB,390724.34,411101.01,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23037873,118,Top O'Th Lane Changing Accommodation,Top O'Th Lane,Rochdale, OL11 5PW,386137.65,413208.24,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23061578,119,Touchstones Arts and Heritage Centre,The Esplanade,Rochdale, OL16 1AQ,389385.6,413190.77,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23047307,121,Castleton Swimming Pool,Manchester Road,Heywood, OL11 3AF,388039.54,410967.94,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23107815,362,Blackley Golf Club,Victoria Avenue East,Rochdale, BL9 0RG,387660.31,403957.69,Freehold,Leasehold (out),Land
Rochdale Borough Council,2021-22,23109470,368,New Street Bowling Club,New Street,Heywood, OL15 8HW,392700.73,415722.2,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23037888,1501,Bamford Fieldhouse Cricket Club,Hollin Lane,Rochdale, OL11 5PW,386137.65,413208.24,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,10023361300,1691,Middleton Arena,Corporation Street,Rochdale, M24 1AQ,387189.54,405917.18,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,2478,Burnside Crescent Kickpitch,Burnside Crescent,Rochdale, M24 5NW,386228,407158.07,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,2601,Esplanade Playground,The Esplanade,Rochdale, OL16 1AE,389478.71,413290.56,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,10023363576,3153,Heywood Sports Village,West Starkey Street,Rochdale, OL10 4TW,385281.56,411192.62,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3597,Bamford Road (Pub Land),Bamford Road,Middleton,,385611.76,411237.63,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23014973,148,Alkrington Branch Library,Kirkway,Heywood, M24 1LW,387325.39,404588.25,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23028800,150,Darnhill Library,Argyle Parade,Heywood, OL10 3RY,384102.58,410161.71,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23030779,153,Heywood Central Library,Church Street,Middleton, OL10 1LL,385656.53,410684.13,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23019109,154,Middleton Public Library,Long Street,Pennine, M24 6DU,387088.33,406268.5,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23090616,155,Littleborough Library,Hare Hill Road,Pennine, OL15 9HE,393621.08,416744.07,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23087921,156,Milnrow Public Library,Newhey Road,Rochdale, OL16 3PS,393179.15,412169.72,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23078219,159,Smallbridge Library,Stevenson Square,Rochdale, OL12 9SE,391110.24,415121.64,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23052500,160,Spotland Branch Library,Ings Lane,Pennine, OL12 7AL,388108.9,414057.72,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23088762,162,Smithy Bridge Library,Smithy Bridge Road,Rochdale, OL15 0BQ,393029.62,415062.34,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23078217,305,Wardle Library,Birch Road,Pennine, OL12 9LH,391347.71,416654.19,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023364894,22,Heywood War Memorial,Church Street,Rochdale, OL10 1LL,385615,410691.62,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,37,Littleborough Memorial Gardens,Station Road,Rochdale, OL15 8AF,393804.05,416338.59,Other,Heritage Assets,Land
Rochdale Borough Council,2021-22,23006764,130,Middleton War Memorial,Manchester Old Road,Rochdale, M24 4DY,386219.3,405522.11,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,23040332,133,Norden War Memorial,Edenfield Road,Rochdale, OL12 7RG,386400.1,414453.64,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,364,Littleborough Shore War Memorial,Shore Road,Middleton, OL15 9LU,392896.97,417052.66,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,1355,Wardle Park War Memorial,Wardle Road,Heywood, OL12 9ER,391152.64,415779.13,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,1399,Garden of Remembrance Middleton,off Manchester Old Road,Rochdale, M24 4EB,386220.43,405517.02,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,1628,Hopwood Old Hall,Oaken Bank Road,Rochdale, M24 6XH,387498.97,408277.26,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,2483,Calderbrook Road (Summit Tunnel),Calderbrook Road,Pennine,,394543.58,418164.06,Other,Heritage Assets,Land
Rochdale Borough Council,2021-22,,2603,Esplanade Memorial Garden,Esplanade,Rochdale, OL16 1AE,389495.95,413346.25,Other,Heritage Assets,Land
Rochdale Borough Council,2021-22,,2797,Cenotaph War Memorial,The Esplanade,Middleton, OL16 1AE,389531.33,413311.8,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,,2804,Balderstone War Memorial,Oldham Road,Rochdale, OL11 2HB,390438.68,411466.93,Other,Heritage Assets,Land & Buildings
Rochdale Borough Council,2021-22,23099568,3498,Ye Olde Boars Head,Long Street,Pennine, M24 6TE,387040.61,406289.86,Other,Heritage Assets,Land
Rochdale Borough Council,2021-22,23078201,114,Giants Foot Facility,Eafield Road,Middleton, OL16 2TH,391224.6,414377.42,Freehold,Vacant,Land & Buildings
Rochdale Borough Council,2021-22,23059213,163,Town Hall,The Esplanade,Heywood, OL16 1AB,389582.44,413253.31,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23098611,176,Fashion Corner 57-59 Drake St,Drake Street,Rochdale, OL16 1XL,389874.6,413271.48,Leasehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23056216,223,Richard Street 44-46,Richard Street,Heywood, OL11 1DY,389967.31,412786.93,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23059242,282,Partnership House,Sparrow Hill,Rochdale, OL16 1QT,389602.9,413117.71,Freehold,Vacant,Land & Buildings
Rochdale Borough Council,2021-22,23061944,1379,Renaissance House,Drake Street,Rochdale, OL16 1PA,389866.19,413214.33,Leasehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023364764,1403,99-101 Drake Street (ex Woolpack),Drake Street,Rochdale, OL16 1PZ,389836.91,412916.53,Leasehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023361000,1596,Lock 50 Business Centre,Oldham Road,Rochdale, OL16 5RD,390350.46,412399.64,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,,3133,TOPS (the old police station),Hind Hill Street,Heywood, OL10 1AQ,385546.07,410665.13,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,10023365089,9434,Number One Riverside,Smith Street,Rochdale, OL16 1XU,389942.69,413387.39,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,9951,"Bury Interchange, 1st Floor Offices",Haymarket Street,Heywood, BL9 0AY,,,Leasehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,174,Witley Road Offices,Witley Road,Rochdale, OL16 5HE,391032.76,412991.23,Freehold,Leasehold (out),Land & Buildings
Rochdale Borough Council,2021-22,23105091,129,Springfield Park,Bolton Road,Middleton, OL11 4QX,387336.66,412140.45,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,146,Bowlee Community Park,Heywood Old Road,Rochdale, M24 4SD,385073.05,407062.27,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23088993,202,Hare Hill Park,Hare Hill Park,Rochdale, OL15 9HG,393666.88,416722.52,Leasehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,287,Falinge Park and Depot,Falinge Road,Rochdale, OL12 6LB,389185.57,414159.11,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023363510,288,Denehurst Park,Edenfield Road,Pennine, OL11 5AU,387881.97,413779.65,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,10023360144,289,Hollingworth Lake Country Park,Rakewood Road,Rochdale, OL15 OAT,393766.32,414928.43,Leasehold,Leasehold (In),Land & Buildings
Rochdale Borough Council,2021-22,23102710,290,Balderstone Park,Balderstone Road,Pennine, OL11 2HB,390313.67,411339.28,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,,291,Stanney Brook Park,Buckley Hill Lane,Middleton, OL16 4BU,392242.33,411983.04,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,10023361772,293,Jubilee Park,Long Street,Pennine, M24 6DN,387126.68,406310.84,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,295,Truffet Park,Langley,Pennine, M24 4WT,385441.77,406258.39,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,319,Brookside Links,Brookside Links,Rochdale, M24 1UL,388080.38,404938.76,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,23102942,322,Stoneyfield Park,Boundary Street,Rochdale, OL11 3SW,389473.61,412153.14,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,10023363081,369,Queens Park,Queens Park Road,Rochdale, OL10 4UY,385900.52,411593.99,Freehold,Local Authority Occupied,Land & Buildings
Rochdale Borough Council,2021-22,23103685,389,Wardle Park,Wardle Road,Rochdale, OL12 9ER,391192.94,415804.08,Freehold,Local Authority Occupied,Land
Rochdale Borough Council,2021-22,,1559,Abbott Street/Kingsland Road,Kingsland Road,Rochdale,,387924.65,411376.35,Freehold,Local Authority Occupied,Land
